avg_R,avg_G,avg_B,brightness,predicted_color
129.19420713281295,116.25392421034302,92.65430776241939,0.5230810122922565,blue
130.76521621690458,86.85819580691613,94.32445401260922,0.7813742346733434,blue
165.38365416751859,136.09927453062505,71.0879383009108,0.4807549708752216,green
173.46316940506293,79.42501597473421,114.03139069494233,0.7178141151554467,beige
168.42838195591318,118.62686532807356,107.56317019296087,0.2712811500012258,blue
172.55301380808388,77.13777040759847,114.52648250982902,0.7583610844021349,blue
150.64756301127778,142.27563117510005,140.19815786485808,0.2968527115513668,beige
166.95167267003893,134.35271889405823,134.60982543888915,0.33337642204985285,blue
168.05265891467405,94.37744202052785,89.53677486976241,0.7794766698869486,green
102.5635428748104,124.08486562926912,110.12689986793137,0.6446103663747216,red
145.54663824690695,110.93874464868246,85.90522717247472,0.5297249441020071,red
149.4365571900437,147.141237345155,89.09610933624813,0.7893696435655362,beige
192.40124723016652,117.00946386633925,81.58702143117085,0.4378187768486319,red
154.2114177092105,81.33591199864456,162.7026991851276,0.7664539020754852,green
171.1514509116229,129.90372449223668,92.39427360811106,0.3484058502162396,green
165.68963725854488,109.3288780859477,112.55618084973833,0.3435533256531398,red
94.19179055860936,112.9399705335757,84.74182229605462,0.6675329109022982,red
147.50316277063985,96.36203955537381,134.49917447916226,0.7805182273608513,beige
159.2985941916021,103.3585522879352,131.76045872711416,0.2031189027552516,blue
99.53307547990293,116.55037069873491,133.3644491639605,0.2512108935681726,beige
147.96586615967504,106.70582875146827,144.87331230931164,0.6422906583188766,red
134.5696865230967,97.04858435857395,83.42386851333853,0.2958925059099318,beige
161.8606557075469,136.49311743726926,133.22383575354223,0.2880295036126125,blue
139.7948947038721,114.1133639148905,150.03397708851213,0.5233533303118436,beige
141.2770501594672,107.55663414544107,98.19609267902672,0.46773181246847784,beige
151.1753170156782,104.97027265416983,135.844068097005,0.7746410181505536,beige
124.14103801035778,97.59371680892464,83.23665388800207,0.2421987490856797,red
143.43347310259654,106.99108982457217,129.73314214592793,0.27865270316198226,beige
187.8910107338679,111.09508321612886,122.78401198727545,0.6819443366283482,green
123.20007558360373,109.6601786343885,97.50360579862374,0.6280527329970964,green
176.52700984886982,149.14227236120647,79.69922697464588,0.5341316540561521,green
117.42559810224682,82.30877503249599,87.62604533236956,0.3141407597241388,beige
153.56993099064962,147.06441130671914,70.34717109526025,0.6014992011389857,red
147.94917793868007,94.76641519151033,115.51199256903763,0.687053681627788,beige
148.46750507637546,155.53348731400766,95.81006755721221,0.33098306291601776,red
143.97253971070725,103.01022762511907,193.08129995208895,0.5402806546407476,beige
189.44723483082336,139.07082179866592,104.28497932464674,0.5456444456953571,red
148.51539874822296,120.63032461161386,111.27574513805784,0.3098815941467562,green
183.4725012083178,74.46452508738616,69.59140699240066,0.7390614756673708,blue
142.59888533879305,103.26961781123565,132.6880115697024,0.40841315052284344,red
158.5505629217107,145.70756354167113,147.14556140813883,0.5761150954604173,red
145.9797087741248,53.055274553260745,100.10703879033525,0.6008942694973313,blue
124.24089341517052,115.68967001128597,110.10636997740849,0.7674968461214804,green
168.83367484474172,135.24502113849005,135.76431532006043,0.37212118745108586,green
163.02968314541693,118.92889992412701,125.78809106109865,0.5997497836746515,red
181.29823270030883,66.19787579275442,151.4917875939675,0.53004668456867,beige
161.5557860190778,78.51770554648553,125.62869527328512,0.5404145687605082,blue
156.82249524821444,102.81037060796203,129.84771050232715,0.2583246235150195,red
148.65619929390195,95.02173650638832,88.93542378341581,0.6591067631431636,beige
172.28406555789303,94.30006580895883,112.86984315926017,0.6481056810994668,beige
163.86265255885283,114.79077734563714,151.98479127224118,0.32738668290788986,blue
145.32516060725828,79.54336988533035,153.3508373380839,0.3921224652111248,red
161.4618762919662,110.3274574179257,69.90060949327132,0.4512677307348882,blue
144.57321794036883,113.00418268959451,119.71622073575766,0.3299196133564374,red
140.603025076425,109.55103560234292,142.43588811669517,0.3404975942942071,beige
110.96517468323725,93.8701251183188,107.70174852766185,0.5005787748109649,blue
134.9000327041295,100.21270352303988,101.34823458208618,0.7842040224050848,blue
146.5895062400636,135.58319895426132,99.85945569292885,0.30130354572449686,green
157.41663687408143,63.773408671184534,153.96047985902783,0.3618773450830951,red
160.15497353357824,128.48463463634818,138.31535067788093,0.33488097624639446,blue
143.47085618350096,147.88310133224167,122.77855047820123,0.3131939238213701,blue
57.03988262559501,97.74586185152334,130.59792840832768,0.5795283132717353,green
178.40070536137713,107.16870605680937,120.77080460754688,0.4241337140745259,beige
151.16151404250417,131.75124711142269,111.21577602080458,0.7874772385111783,green
123.51340443347041,100.83729966083632,133.2198737231533,0.492785067272004,green
111.10652809395314,94.12336530749747,133.50684841640827,0.7783400573424817,red
123.08540674811556,79.22842859897915,120.88526660088505,0.5813441743068276,green
139.78757786329172,97.07088464178797,130.40875976813336,0.6378154906020909,green
168.33137514939756,110.79225226714996,85.95753179589695,0.42569923162447937,beige
146.9481096641389,91.62969240027411,132.4959163061124,0.30874055641138726,beige
128.90525170781797,106.36475293607528,138.9849957626057,0.38882905818359725,green
121.97940651028915,148.84497059384276,107.02087090171916,0.4926181285891385,green
113.67828228321764,124.80366889502145,119.80010909883057,0.31805047916116574,beige
172.51885026118302,102.93329269183792,137.87637277323506,0.3846364329225892,red
124.80039181754148,123.27809617973978,154.14489360093523,0.4738338917956642,beige
167.2790723458546,96.47975097927072,119.38278957660756,0.6550339257542008,beige
129.64947378860484,80.66968082330109,107.3252255866314,0.73674114477259,blue
116.0770797148758,105.80219165752395,125.35744415877981,0.7188787684613109,green
143.72613983898043,87.53069543790092,133.25116456779926,0.7653273022382141,red
139.90044984444683,142.37133596492234,118.06587329073676,0.747650969230484,red
187.93662272494845,69.8685734916308,121.48180172009003,0.3749705359758466,red
138.0618796784788,110.25439875905286,161.39082539089893,0.5887259544562775,beige
133.5243703541699,77.56228765695562,171.18573800488878,0.25568032357230336,blue
156.14004308474736,118.87006185728744,91.12354243831165,0.7235823756208619,beige
155.87000093435054,116.12368622141089,143.51954040899142,0.7584822237856006,blue
154.03620410788955,134.61538952792387,145.64588198615053,0.427916768042939,blue
158.44285165679923,136.71191819308933,123.89020280123044,0.46153914512471844,beige
149.3577742217815,97.94671019521815,133.85120509723183,0.6419973188977545,blue
210.98002574724677,111.41630425576304,132.79833609894405,0.2150859800639164,beige
132.0960893000991,99.07940789188966,159.6641316726922,0.31504958532830135,blue
193.85793125354704,154.60365709386497,127.36262054731853,0.6872063958137778,red
149.43985043429242,161.42953671770582,145.41899154197773,0.44383681480749093,beige
173.61997353926103,89.28819685190649,108.63543887594491,0.363322225532815,green
205.89014092379193,88.25805925574267,142.26077386957337,0.6702588091860309,blue
211.0450271978903,122.72502426312461,139.78778724353347,0.5568093767225948,beige
161.7537676904818,112.08889142474398,101.56813516895807,0.30750432986478005,beige
132.855126534125,70.50314188197306,137.0033038608491,0.6026327822306059,green
128.51061767180624,99.67322906865138,127.92772031240067,0.4373468629917857,red
156.44098356065766,103.52127354265747,70.05755961245379,0.76156059840107,beige
160.11881405492576,78.00656626492302,103.28540055982658,0.3084197022718822,beige
111.05970330041448,148.1039672214238,111.26381284993685,0.5453755888779263,red
144.3866017485788,109.52208443175715,88.73312979669653,0.5272192758749286,blue
149.96522992363316,122.5548001174896,114.73170288938957,0.6447554576005943,beige
183.42198088878422,92.43721097887357,77.65362357232816,0.29432019867127807,red
138.04634899144187,107.05027970958031,87.54775699490921,0.5074313458771366,beige
172.9806528831158,135.67059661495495,122.16804648555119,0.3255874908139982,green
180.15761753155184,130.37513252340088,121.08116499294044,0.2111380637602569,beige
156.5261983241548,150.90420607062075,104.80721438405808,0.6675378204060949,green
166.6370590764266,144.2620841057796,144.04176617271597,0.722767943410143,green
181.70246407920777,96.00251552346096,151.69513692807647,0.6506443037504126,green
102.02298438890617,106.26880889007121,114.83607690901346,0.26115705357593627,beige
169.89906885316802,67.9437699711236,136.48841694737786,0.6972930879867669,red
155.50672241771449,103.68865355071618,122.34661745798734,0.7550961210124916,beige
165.04436395936114,113.45303416336726,103.48456419192823,0.3038043384134145,red
147.6034809105369,108.80515774264892,121.33003238368524,0.2668939235445942,blue
200.8817875039827,119.2831830540051,91.81729489886605,0.4096234288430799,beige
135.88913650043585,134.27097546005396,125.37631562999432,0.34206748327442393,red
176.29775250537548,75.91795230521997,88.51397269183775,0.5409316215078644,red
118.65130703001854,89.02921167580647,133.54264691442236,0.5330027928726485,beige
196.4500957247941,105.3207577297785,149.78937894146998,0.555970130002347,red
129.40923259848913,160.78199193376096,148.24902746981672,0.25447013367963955,red
126.80357399422432,98.57471382757015,98.06515319268202,0.6193791621079059,beige
128.92034304133048,72.14618516247344,136.69458345819717,0.4885217086065751,beige
93.20969285924406,59.6372308525065,65.02279699692923,0.6735752768231188,red
184.8696189948388,103.96177602902209,123.0169933352673,0.33290127687920645,red
117.3194237198818,65.05272810531997,168.11492567295454,0.2900073919451038,red
162.67198038381133,153.34988963583413,123.67418373473069,0.45512017251335385,beige
111.81384783982497,113.06262545713157,91.06353823140725,0.6876491311702843,blue
118.46346227796167,84.67586300499973,117.73917931963629,0.7244106228587743,beige
140.62025358366344,90.95021940832669,130.82872529674327,0.20907983209090886,beige
95.3516771670559,140.5651494226107,90.95683907898203,0.3646071525632322,green
115.67554266424838,123.111871181977,75.21568801949158,0.23714993056586875,green
128.59698144917144,81.93407740098884,86.3299961876669,0.7201233307974624,green
101.76201526280646,91.1694479043679,109.07767027205617,0.5628265847201596,red
163.09020980247828,150.16923827442898,90.7242566457654,0.23262256793427763,beige
146.86762236377135,115.65495778088398,85.25051068047269,0.7371642378022594,red
159.72776300604212,105.56195489133424,169.02897962674675,0.27397094818946194,red
129.96349416215324,146.7074393230322,136.12369244829276,0.5014460756112291,blue
161.85747730151553,90.07065996458032,131.56335135016394,0.2588797263833562,red
139.7703186424158,115.32400088791657,147.25701652048264,0.3038718346488712,blue
140.1683401916981,102.34023870659617,109.48967528434575,0.21129872558686136,red
178.52079546521497,90.56867541150581,106.85961117646835,0.5965324452161878,beige
162.68030945575842,121.8521707785166,81.40840136822567,0.7727159091834959,blue
183.9038864499974,79.9663296820934,64.38201205090576,0.31355358360108543,blue
144.06285031501875,106.58579613885432,174.6932086881274,0.3285557020247819,blue
146.06327055080385,117.69151624703647,142.0930104131485,0.6220143202503032,beige
147.09698071769338,107.20343156104646,105.172721773467,0.43525707866098223,green
170.60380848403722,124.98745457109023,75.85412799351674,0.27882554984594266,green
157.34197022265118,77.81243643427666,121.93226099449772,0.22381769691394504,blue
130.1364370391435,116.39388007960324,128.26133772947162,0.44192948247617425,blue
144.38384591146365,126.13357724876006,87.9828499747164,0.5068415186637287,blue
176.17034472953964,135.78881591704163,109.36045027718163,0.6252945019590845,red
157.27656572748768,149.63960060633102,142.7998868754596,0.2839685824894998,green
160.75375279024425,106.7500072676525,131.70511861690224,0.20099734671634964,green
139.30729355673398,101.05953910607893,103.31164319548209,0.4408667976647821,red
145.6658222690276,89.85343077578095,88.04183702337457,0.22124277516425467,red
147.10134953157856,119.6916278396221,93.739892286812,0.27179493391112375,red
187.1042452162074,122.85829761862544,132.3520614307613,0.6909317794523016,blue
136.7191827585629,96.42547061600966,114.3257581737223,0.5367005901330122,red
143.8206526304163,94.80689987455575,126.53873786491864,0.731488165571416,red
127.3668646994201,83.02064308504528,120.09954036938052,0.5168201582027612,beige
160.9146416059442,64.93369844877071,103.43490250556889,0.4124019089924585,red
190.43255905828656,120.76565986051439,142.1810537030486,0.5671843499314781,blue
203.18884229490976,146.3544122008729,144.95597310178016,0.43623833577422755,green
168.88553376091267,85.46669425531886,99.12635316322422,0.22152052283444904,blue
158.0553973506231,145.6506732421683,133.23255281251878,0.5595436581119942,green
152.47946625052384,115.3992263376587,112.08775790703713,0.6874625856853261,blue
116.73239916343053,33.20280976830409,162.95024634957576,0.5143785424754594,blue
175.28427869214784,95.32325919365812,152.62594158102587,0.7271848840196249,green
130.78623502204738,97.26473608589123,91.67957591158776,0.6961332782286856,green
141.3858419031855,93.50619181120419,78.73981186982535,0.28655780355624283,red
128.08702334234567,169.46953551482088,116.5423815787571,0.3345049226257003,blue
96.73868665424239,90.79105049662301,127.75978497237858,0.7035899798469232,red
168.5608665621199,121.27015427303753,116.36034708971606,0.6603752662264173,red
135.6924728437464,129.33565678292703,118.03405418246385,0.7954581984095517,green
131.9656148057139,118.04937586862539,155.18067233840057,0.5122678894437489,beige
161.2502784014273,87.2124535646509,66.55780643801685,0.6179723490859425,blue
109.85904569323587,140.37377226609058,93.58475833920492,0.2691127397688702,green
97.55827903835878,113.97438075083174,94.90639724851228,0.3666977005216318,beige
132.42848984356144,121.65453177953327,123.78660300756403,0.24050998192619397,blue
145.4218484112017,136.09608160288911,100.08937428927798,0.35982941106307675,red
132.91254902523104,138.29012142450335,124.09729806937672,0.7483325388903472,beige
151.3304551378383,91.87021202574196,84.08109374387897,0.7960517756765217,beige
152.4904700867154,114.61052280535876,99.19616119695108,0.4675357369281744,green
155.28142004468643,96.57087948283588,133.82441294394633,0.5401459348608226,beige
129.01749288425597,79.7873032895665,126.27061737339979,0.2945592187587766,red
118.70384004976856,89.04308362634089,147.71807492317984,0.5872690615542042,red
176.5799963588423,135.68419622670828,154.11528541120813,0.7904221427853559,beige
